,courseid,name,companyid,serialid,creditvalue,exam,publishdate,tags,visit,study,warenum,type,duration,page,label
692,11462,检具解析1,205,5,1.0,1,2018/11/3 0:00,检具解析,5574,1939,1.0,pdf,0.0,34.0,0
693,2714,资讯安全与商业秘密之保护,2,1,1.0,1,2017/7/26 0:00,"资讯安全, 资安管理,资安,干部培训,工安,工业安全",4176,1933,1.0,pdf,0.0,53.0,0
694,1793,常用计量器的使用方法,2,1,0.5,1,2017/6/12 0:00,"常用计量器的使用方法,质量测量,产品测量,品质管理,品质,计量器",4660,1926,1.0,pdf,0.0,30.0,0
695,602,角色转换与压力管理,2,5,1.5,1,2017/5/25 0:00,"角色转换与压力管理 ,角色转换 ,压力管理 ,新人训 ,压力 ,情绪",6302,1921,2.0,mp4,481.0,0.0,0
696,3996,时间管理,2,5,2.0,1,2017/8/29 0:00,"80/20原则,时间感,速度,资源,管理",10002,1920,2.0,mp4,2921.0,0.0,0
697,12755,2019年菁干班辅导员培训,2,1,1.0,1,2019/7/9 17:00,"菁干班,辅导员",6455,1914,1.0,pdf,0.0,55.0,0
698,1422,SharpLCD-60&70TX85A产品培训,2,7,0.5,1,2018/2/5 0:00,"夏普,LCD-60TX85A,LCD-70TX85A,超清,60,70",5275,1904,1.0,pdf,0.0,28.0,0
699,2136,王献之学字,1,8,0.0,0,2017/6/23 0:00,"国学,三字经,动漫",8387,1890,1.0,mp4,157.0,0.0,0
700,2669,会议主持与决策技巧,2,5,0.5,0,2017/7/25 0:00,"会议,决策,决策技巧,会议主持",13216,1886,1.0,pdf,0.0,20.0,0
701,1522,美丽人生,2,8,2.0,0,2017/6/2 0:00,"心理,人生,美丽人生,心理学",9625,1884,1.0,pdf,0.0,111.0,0
702,2536,2017年-创意营销菁英赛,2,8,0.0,0,2017/7/17 0:00,"活动,创意,营销,菁英赛,2017,菁干班",5963,1881,1.0,pdf,0.0,1.0,0
703,11482,数控机床加工工件不稳定的九大原因分析,2,2,0.0,0,2018/11/7 0:00,"数控机床,CME机床展,李杰教授",15269,1879,1.0,pdf,0.0,4.0,0
704,9293,高绩效团队管理-管理之道,179,5,3.5,1,2018/5/5 0:00,"2018,课级,团队管理",10536,1866,2.0,mp4,5513.0,0.0,0
705,1256,集团简介,2,1,1.5,1,2017/5/31 0:00,"简介 ,集团,发展历程,布局,菁干班,中央集训",4490,1866,1.0,pdf,0.0,88.0,0
706,2139,岳飞抗金,1,8,0.0,0,2017/6/23 0:00,"国学,三字经,动漫",8328,1860,2.0,mp4,134.0,0.0,0
707,10381,文明素养,179,5,1.0,1,2018/7/13 0:00,文明素养,8699,1853,1.0,mp4,2308.0,0.0,0
708,13803,工间休——第九套广播体操,276,9,0.0,0,2020/2/13 16:55,广播体操,5723,1851,2.0,mp4,255.0,0.0,0
709,1531,心理素质--职场减压的八把金钥匙,2,8,1.5,0,2017/6/2 0:00,"心理素质,职场减压,金钥匙,减压",9807,1847,1.0,pdf,0.0,72.0,0
710,10838,品质意识,401,5,1.0,1,2018/8/17 0:00,iLVG生技设备维护基层管理干部培育,9821,1846,1.0,pdf,0.0,42.0,0
711,659,看看别人如何开会吧,2,5,1.0,1,2017/5/25 0:00,"看看别人如何开会吧,开会技巧,如何开会,人资培训,领导力培训,开会的意义",4163,1844,1.0,pdf,0.0,33.0,0
712,10379,富士康企业文化,179,5,2.0,1,2018/7/13 0:00,"企业文化,总裁语录",9556,1839,1.0,mp4,5917.0,0.0,0
713,812,网上注册公司流程,2,7,0.0,0,2017/5/26 0:00,"网上,注册,公司,注册公司,技巧",10208,1838,1.0,pdf,0.0,14.0,0
714,2710,富士康成都科技工业园工会工作简介,2,1,1.0,1,2017/7/26 0:00,"成都科技工业园,工会的职能,工会,干部培训,成都工会,工会知识",4366,1833,1.0,pdf,0.0,32.0,0
715,1894,2016PODN理论及实务操作,2,1,2.0,1,2017/6/14 0:00,"2016PODN理论及实务操作,PODN,PODN理论,FIT,全球采购,采购后勤",4398,1828,1.0,pdf,0.0,98.0,0
716,9148,PMRA027 客服技能提升,2,7,3.0,1,2018/4/24 0:00,"客服,技能,提升",5655,1819,1.0,pdf,0.0,161.0,0
717,13802,防护知识题库学习,276,9,0.0,0,2020/2/13 15:34,防护知识题库学习,4738,1819,1.0,pdf,0.0,1.0,0
718,11460,铝挤材料知识介绍1,205,5,1.0,1,2018/11/3 0:00,铝挤材料知识介绍,4736,1817,1.0,pdf,0.0,32.0,0
719,2779,劳动保护篇,2,1,1.0,1,2017/7/27 0:00,"劳动保护篇,工会,干部培训,工会干部培训,劳动保护,富士康工会",4198,1812,1.0,pdf,0.0,34.0,0
720,1174,龙华园区生活百事通,2,1,1.5,0,2017/5/27 0:00,"龙华,衣食住行,医疗",4927,1810,1.0,pdf,0.0,61.0,0
721,2629,缓解压力hold住健康,2,5,1.0,1,2017/7/25 0:00,"缓解压力hold住健康,缓解压力,压力,干部培训,健康,减压",3936,1804,1.0,pdf,0.0,37.0,0
722,11461,机械结构分析课件1,205,5,1.0,1,2018/11/3 0:00,机械结构分析课件,5062,1803,1.0,pdf,0.0,38.0,0
723,1909,2016供应链运作常见采购问题,2,1,1.0,1,2017/6/14 0:00,"物控,稽核,供应链,VMI,系统,报表",5027,1801,1.0,pdf,0.0,38.0,0
724,3581,示波器基本理论,2,2,1.0,1,2017/8/21 0:00,"示波器基本理论,示波器,产品测试,电子测试,测试设备,电子",4536,1799,1.0,pdf,0.0,59.0,0
725,3300,金融剧场,251,8,0.0,0,2017/8/8 0:00,"理财,保险,社保,房产,信用",12214,1794,10.0,mp4,168.0,0.0,0
726,1258,企业文化引导,2,1,1.5,1,2017/5/31 0:00,"转型,企业,文化,人才,菁干班,中央集训",4477,1792,1.0,pdf,0.0,82.0,0
727,11459,超精密研磨与抛光技术讲义1,205,5,1.0,1,2018/11/3 0:00,超精密研磨与抛光技术讲义,4928,1790,1.0,pdf,0.0,32.0,0
728,10833,QC七大手法,401,5,1.0,1,2018/8/16 0:00,iLVG生技设备维护基层管理干部线上培育,9313,1789,1.0,pdf,0.0,54.0,0
729,5760,业务发展与谈判技巧,2,5,2.5,0,2017/10/17 0:00,"业务,谈判,技巧",12699,1788,2.0,mp4,3576.0,0.0,0
730,12254,2020“珍珠奶茶”储备干部培训,179,1,5.0,0,2019/5/7 16:54,"IE七大手法,人际沟通,情绪管理",16992,1786,6.0,pdf,0.0,38.0,0
731,10771,修理技术基础,205,5,11.5,1,2018/8/11 0:00,修理技术基础,7828,1776,1.0,pdf,0.0,668.0,0
732,1467,销售技巧,2,7,1.0,1,2017/6/1 0:00,"销售技巧,异议巧答,小技巧,意义,五步法",4371,1770,1.0,pdf,0.0,36.0,0
733,10384,品质意识,179,5,1.5,1,2018/7/13 0:00,品质意识,10108,1765,3.0,mp4,1510.0,0.0,0
734,9579,员工关爱及SER,276,1,1.0,0,2018/6/2 0:00,线组级专训课程,3649,1765,1.0,pdf,0.0,43.0,0
735,9823,如何提升威信,251,1,0.0,0,2018/6/11 0:00,"角色,班长技能,生产效率,管理知识",15226,1757,1.0,mp4,146.0,0.0,0
736,3330,十三五节能法律法规新动向,2,1,1.0,1,2017/8/10 0:00,"十三五节能法律法规新动向,节能,节能法律,法律法规,法规",4513,1753,1.0,pdf,0.0,52.0,0
737,12584,《不懂性格沟通，你怎么带团队？》,179,5,5.0,1,2019/6/4 16:08,"iDPBG,课级培训,尖峰实课,性格沟通",12435,1744,5.0,mp4,3375.0,0.0,0
738,3166,三级人因工程,2,1,0.5,1,2017/8/4 0:00,"iDPBG,基础人力,人因工程,作业姿势,疲劳,职业伤害",4535,1742,1.0,pdf,0.0,21.0,0
739,2409,店长岗位工作职责,2,7,1.0,1,2017/7/14 0:00,"店长,工作职责,素养,绩效",5779,1738,1.0,mp4,2446.0,0.0,0
740,13801,防护建议,276,9,0.0,0,2020/2/13 15:30,新型冠状病毒肺炎防护建议,4197,1738,1.0,pdf,0.0,1.0,0
741,9198,WL013语言表达与沟通技巧-演示,2,7,1.0,1,2018/4/28 0:00,"表达,沟通",5539,1735,1.0,pdf,0.0,56.0,0
742,2700,员工权利与义务,2,1,1.5,1,2017/7/26 0:00,"员工权利与义务,员工权利,员工义务,新人训,员工,权利",6732,1730,5.0,pdf,0.0,39.0,0
743,12207,D10  6 PiiG 之项目管理,179,1,1.0,1,2019/4/25 9:04,"6 PiiG,6PiiG,IE,项目",4764,1728,1.0,pdf,0.0,32.0,0
744,1959,2016物流成本计价思考,2,1,1.0,1,2017/6/15 0:00,"采购,物流,成本,计价,控制,分类",4059,1728,1.0,pdf,0.0,34.0,0
745,2163,工伤事故预防,40,1,0.5,0,2017/6/28 0:00,工伤事故 预防,6742,1721,1.0,mp4,324.0,0.0,0
746,632,职涯规划,2,5,1.0,1,2017/5/25 0:00,"职涯规划,生涯规划,职涯,人资培训,生涯,人生规划",3953,1720,1.0,pdf,0.0,40.0,0
747,9393,Fii-CNSBG资讯安全教育训练,138,3,2.5,1,2018/5/10 0:00,"资讯,资讯安全,IT,资安,安全",6993,1717,1.0,pdf,0.0,63.0,0
748,11735,『员宝计划』育成专案-线下课程电子书,179,5,0.5,0,2019/1/3 14:46,职场提升,4490,1712,1.0,pdf,0.0,15.0,0
749,1918,2016供应商品质管理,2,1,1.0,1,2017/6/14 0:00,"供应商,管理,循环,流程,改善,文化",4328,1696,1.0,pdf,0.0,50.0,0
750,1734,集团员工群体事件应急处理,2,1,1.0,1,2017/6/9 0:00,"集团员工群体事件应急处理,安全,人身安全,CNSBG,工安",3922,1696,1.0,pdf,0.0,56.0,0
751,2705,工会简介,2,1,0.5,1,2017/7/26 0:00,"集团工会简介,工会的职能,工会,新人训,富士康工会,富士康",4293,1694,1.0,pdf,0.0,29.0,0
752,1923,2016国际贸易术语,2,1,1.5,1,2017/6/14 0:00,"采购,国际贸易,术语,案例,价格,规则",3843,1693,1.0,pdf,0.0,76.0,0
753,4307,现场管理实务(SP),2,1,3.0,1,2017/9/5 0:00,"干部管理,线组,现场,张寒坤",12266,1692,3.0,mp4,3457.0,0.0,0
754,2592,各地早餐大收罗,2,8,1.0,1,2017/7/24 0:00,"各地早餐大收罗,早餐,饮食,生活常识类,美食,生活",3643,1692,1.0,pdf,0.0,56.0,0
755,10237,新人入职接待管理,352,1,0.5,1,2018/7/5 0:00,"新人,接待,管理,干部强化训",4873,1691,1.0,pdf,0.0,18.0,0
756,1726,G次集团&HR组织介绍,2,1,1.0,1,2017/6/8 0:00,"HR,生产安全,安全,工安,HR组织",3870,1691,1.0,pdf,0.0,49.0,0
757,6290,SER基础知识,2,1,1.5,0,2017/11/2 0:00,"SER,基础知识,方针建立标准",8261,1690,2.0,mp4,2871.0,0.0,0
758,13325,2019员级新人训-人事规章,179,5,0.5,1,2019/9/27 18:33,规章制度,6442,1686,1.0,pdf,0.0,28.0,0
759,4628,价值流分析,2,1,2.5,0,2017/9/12 0:00,"精益,价值,生产系统,IE,指标,效率",17455,1683,5.0,mp4,1097.0,0.0,0
760,956,安史之乱,2,8,0.0,0,2017/5/27 0:00,"国学,三字经,动漫",7163,1677,1.0,mp4,194.0,0.0,0
761,3982,沟通技巧,2,5,3.0,1,2017/8/28 0:00,"沟通,技巧,角度,方向",8021,1676,1.0,mp4,9244.0,0.0,0
762,1064,恐怖故事,2,9,0.0,0,2017/5/27 0:00,"英语,动漫",7956,1676,1.0,mp4,89.0,0.0,0
763,1739,如何预防办公室人员伤害,2,1,1.0,1,2017/6/9 0:00,"如何预防办公室人员伤害,安全,人身安全,人员伤害,CNSBG,工安",3555,1672,1.0,pdf,0.0,43.0,0
764,1141,菁干班HR制度,2,1,1.0,1,2017/5/27 0:00,"HR,人资制度,薪酬,福利,菁干班,中央集训",4130,1671,1.0,pdf,0.0,57.0,0
765,653,人体计测,2,1,0.0,1,2017/5/25 0:00,"IE,IE知识,人因工程,人因改善,作业优化,人体测量",13310,1666,1.0,pdf,0.0,13.0,0
766,10390,标志性建筑拍照活动,2,9,0.0,0,2018/7/13 0:00,标志性建筑拍照活动,5723,1660,1.0,pdf,0.0,1.0,0
767,1814,模具材料知识,2,2,1.0,1,2017/6/12 0:00,"模具材料知识,冲压模具,冲压技术,冲压,模具,材料",4568,1656,1.0,pdf,0.0,57.0,0
768,1958,2016探索Inbound数据所需的技术,2,1,1.0,1,2017/6/15 0:00,"采购,大数据,Inbound,技术,网络,分析",3952,1655,1.0,pdf,0.0,58.0,0
769,3061,新进人员SER培训-员级,2,1,1.0,0,2017/8/2 0:00,"SER培训,劳工,人权,健康,安全,道德",5149,1650,1.0,pdf,0.0,45.0,0
770,1421,SharpLCD50TX55A产品培训,2,7,0.5,1,2018/2/5 0:00,"高清技术,超薄,夏普,智能,介绍",4073,1649,1.0,pdf,0.0,28.0,0
771,2770,维权保障篇,2,1,1.0,1,2017/7/27 0:00,"维权保障篇,工会,干部培训,工会干部培训,维权保障,富士康工会",4204,1633,1.0,pdf,0.0,52.0,0
772,10813,员工权利与义务,179,5,1.5,1,2018/8/15 0:00,"员工享有的权利,员工应尽的义务,员工申诉,奖惩制度",7928,1629,3.0,mp4,1051.0,0.0,0
773,12971, 【赢在战场】系列微课之「解决问题」,179,1,0.0,1,2019/8/5 19:21,"战略目标齐开创，狼性精神永传扬！ 赢在战场齐奋进，现场管理共精进！,请选择高清观看哦！",4875,1626,1.0,mp4,261.0,0.0,0
774,866,空调基础知识,2,7,0.5,1,2017/5/26 0:00,"空调,知识,分类,问题,销售",4245,1624,1.0,pdf,0.0,20.0,0
775,12974,早安富士康（6月花旗参专刊）,2,8,1.5,1,2019/8/7 16:05,"花旗参,早安富士康",4160,1611,1.0,pdf,0.0,77.0,0
776,1766,资讯安全,2,1,1.0,1,2017/6/9 0:00,"资讯安全, 资安管理,资安,新人训,工安,工业安全",5551,1607,2.0,pdf,0.0,32.0,0
777,12966,【赢在战场】系列微课之「抗压能力」,179,1,0.0,1,2019/8/5 18:52,"战略目标齐开创，狼性精神永传扬！ 赢在战场齐奋进，现场管理共精进！,请选择高清观看哦！",5030,1599,1.0,mp4,266.0,0.0,0
778,1974,2016关务基础知识介绍,2,1,0.5,1,2017/6/16 0:00,"关务,介绍,保税,税费,税收,政策",4411,1598,1.0,pdf,0.0,27.0,0
779,12746,客户环保标准解读课程,530,9,3.0,1,2019/7/8 13:38,"QC080000:2017,客户标准,有害物质",4737,1588,1.0,pdf,0.0,158.0,0
780,2540,2017年-创意时装秀,2,8,0.0,0,2017/7/16 0:00,"2017,菁干班,创意,时装,时装秀,活动",4474,1588,1.0,pdf,0.0,1.0,0
781,680,现场管理（穿越时空的IE）,2,1,0.5,1,2017/5/25 0:00,"现场管理 ,穿越 ,IE ,多媒体 ",6531,1587,1.0,mp4,874.0,0.0,0
782,1731,人资从业人员道德规范,2,1,0.5,1,2017/6/9 0:00,"人资从业人员道德规范,安全,HR,人力资源,CNSBG,道德规范",4193,1578,1.0,pdf,0.0,24.0,0
783,1906,2016电子商务介绍,2,1,1.0,1,2017/6/14 0:00,"电子商务,定义,利益,介绍,范围,趋势",3576,1577,1.0,pdf,0.0,31.0,0
784,667,EMI材料在3c产品上的设计和应用,2,2,2.5,0,2017/5/25 0:00,"EMI,屏蔽理论,电腐蚀,压缩设置,老化",5611,1575,3.0,mp4,1787.0,0.0,0
785,4481,部署管理,2,1,2.0,1,2017/9/8 0:00,"部署,领导,管理,工作能力,意愿,关系",7896,1574,2.0,mp4,3537.0,0.0,0
786,2330,2017年我是人气王—微摄影大赛,2,8,0.0,0,2017/7/11 0:00,"摄影,人气,菁干班",4399,1573,1.0,pdf,0.0,1.0,0
787,4000,报价策略与谈判技巧,2,7,3.5,1,2017/8/29 0:00,"报价,谈判,营收获利,损益模型",8159,1572,4.0,mp4,2098.0,0.0,0
788,9202,WL18 电子商务与物流配送_向前,2,7,1.0,1,2018/4/28 0:00,"物流,电子商务,配送",5112,1572,1.0,pdf,0.0,37.0,0
789,4942,电池危险及防灾知识培训,2,1,1.0,0,2017/9/19 0:00,"电池,炎灾,挤压,碰撞,预防,禁止",12512,1571,1.0,mp4,1809.0,0.0,0
790,13852,CESBG深圳厂区员工复工防疫指南,161,9,0.5,1,2020/2/21 15:02,"防疫,工作指南 ,新型冠状病毒",7294,1570,1.0,pdf,0.0,23.0,0
791,3812,iPhone手机如何把屏幕投影到电视上,2,8,0.0,0,2017/8/26 0:00,"ip,iPhone,手机,技术",8870,1567,1.0,mp4,213.0,0.0,0
792,2866,人力资源开发与管理,2,4,32.0,0,2017/7/28 0:00,"招幕与配置,培训与开发,工资薪酬,劳资关系,保障与安全",4942,1565,32.0,mp4,2730.0,0.0,0
793,13015,2019年FATP-MFG 8月教育训练课程,179,1,1.0,1,2019/8/16 8:25,"SOP讲解,工单结案WIP作业流程",4288,1565,2.0,pdf,0.0,23.0,0
794,10776,目视管理,179,5,0.5,1,2018/8/11 0:00,组织管理,5224,1564,1.0,mp4,825.0,0.0,0
795,5496,英语口语训练《动物园》,2,5,0.5,0,2017/10/9 0:00,"训练,英语,补习,口语",8005,1559,1.0,mp4,940.0,0.0,0
796,9364,创新管理能力-创新的四大技术,179,5,2.0,1,2018/5/9 0:00,"2018,课级,创新思维",7903,1555,1.0,mp4,6260.0,0.0,0
797,12964,【赢在战场】系列微课之「品质管理」,179,1,0.0,1,2019/8/5 17:41,"战略目标齐开创，狼性精神永传扬！ 赢在战场齐奋进，现场管理共精进！,请选择高清观看哦！",4177,1553,1.0,mp4,299.0,0.0,0
798,3973,品质意识,2,1,3.0,0,2017/8/28 0:00,"三不政策,七大手法,PDCA循环,成本",11174,1551,3.0,mp4,2248.0,0.0,0
799,3181,三级电气安全,2,1,0.5,1,2017/8/4 0:00,"iDPBG,基础人力,电气安全,电气事故,电气检修,预防",4069,1551,2.0,pdf,0.0,19.0,0
800,2759,通识法规篇,2,1,0.5,1,2017/7/27 0:00,"通识法规篇,干部培训,工会职能,工会干部培训,工会组织,劳动关系",4250,1550,1.0,pdf,0.0,28.0,0
801,2761,组织建设篇,2,1,1.0,1,2017/7/27 0:00,"组织建设篇,工会,干部培训,工会干部培训,工会组织,工会基础知识",3472,1548,1.0,pdf,0.0,46.0,0
802,12401,成本科目讲解与分析,276,1,1.5,0,2019/5/20 16:09,成本类课程,6324,1547,1.0,mp4,3733.0,0.0,0
803,12232,IE技术改善课程,276,9,2.5,0,2019/5/4 15:53,IE类,10276,1542,4.0,mp4,3383.0,0.0,0
804,2881,经费管理篇,2,1,0.5,1,2017/7/29 0:00,"经费管理篇,工会,干部培训,工会干部培训,工会经费,富士康工会",3963,1541,1.0,pdf,0.0,15.0,0
805,12970,【赢在战场】系列微课之「部属培带」,179,1,0.0,1,2019/8/5 19:15,"战略目标齐开创，狼性精神永传扬！ 赢在战场齐奋进，现场管理共精进！,请选择高清观看哦！",4327,1539,1.0,mp4,175.0,0.0,0
806,11783,《FII BEACON平台介绍与操作说明》-BOSS,2,9,1.0,1,2019/1/15 14:13,"FII,BEACON,平台,介绍,操作说明,BOSS",5340,1536,2.0,mp4,1414.0,0.0,0
807,874,揭秘四色技术,2,7,0.0,1,2017/5/26 0:00,"四色,夏普,三原色,技术,色彩",9291,1533,1.0,pdf,0.0,8.0,0
808,13324,2019员级新人训-品质意识,179,5,0.5,1,2019/9/27 18:25,品质意识,4806,1528,1.0,pdf,0.0,24.0,0
809,12201,D02  6 PiiG 之QC七大手法,179,1,1.0,1,2019/4/24 15:09,"QC七大手法,IE,6 PiiG,6PiiG",3799,1528,1.0,pdf,0.0,34.0,0
810,1902,2016采购人员的基本观念,2,1,1.0,1,2017/6/14 0:00,"采购,要求,作业程序,观念,分析,供货商",3537,1528,1.0,pdf,0.0,31.0,0
811,8500,ACKN深圳厂区法令法规系列课程,126,1,9.0,1,2018/3/2 0:00,"法令,法规,法令法规,ACKN,品质意识,工业安全,节能,资讯安全、,COC,职业健康,消防安全",10435,1522,9.0,pdf,0.0,41.0,0
812,9649,你万万没想到的富士康,2,9,0.0,0,2018/6/5 0:00,"富士康,30周年庆,产品",5171,1522,1.0,mp4,239.0,0.0,0
813,511,员工培训与辅导方法,2,7,0.5,1,2017/5/23 0:00,"员工,员工培训,培训,辅导,技巧",4125,1511,1.0,pdf,0.0,15.0,0
814,3964,以人为本,2,5,2.0,1,2017/8/28 0:00,"以人为本,生产效力,个人与团队,价值观",7831,1503,2.0,mp4,3333.0,0.0,0
815,2842,目标与计划,2,1,0.5,1,2017/7/28 0:00,"人资培训,目标,计划,管理,职涯,规划",4037,1499,1.0,pdf,0.0,29.0,0
816,1144,菁干班辅导员培训,2,1,1.0,1,2017/5/27 0:00,"HR,人资制度,薪酬,福利,菁干班,中央集训",3699,1498,1.0,pdf,0.0,57.0,0
817,4363,组织设计与组织结构,2,1,4.0,1,2017/9/6 0:00,"组织,管理,设计,愿景,策略,权责",8055,1495,4.0,mp4,3458.0,0.0,0
818,12968,【赢在战场】系列微课之「执行力」,179,1,0.0,1,2019/8/5 19:07,"战略目标齐开创，狼性精神永传扬！ 赢在战场齐奋进，现场管理共精进！,请选择高清观看哦！",3907,1490,1.0,mp4,207.0,0.0,0
819,1272,公司纪律及涉外安全（一）,2,1,1.0,1,2017/5/31 0:00,"纪律,安全,涉外安全,公司纪律",3599,1488,1.0,pdf,0.0,31.0,0
820,7777,关于深化“互联网+先进制造业”发展工业互联网的指导意见,2,1,0.0,0,2018/1/6 0:00,"工业互联网,互联?+先进制造业,指导意见,官方解读",8450,1482,4.0,pdf,0.0,6.0,0
821,2150,彩电发展基础培训,2,7,1.0,1,2017/7/1 0:00,"彩电,电视,发展,基础,培训,夏普,推广员",3327,1481,1.0,pdf,0.0,54.0,0
822,9419,COFB038 客服服务态度塑造,2,7,3.5,1,2018/5/11 0:00,客服,4790,1479,1.0,pdf,0.0,199.0,0
823,3193,客户咨询沟通技巧,2,7,0.5,1,2017/8/4 0:00,"咨询,聆听,沟通技巧,销售",4230,1479,1.0,mp4,325.0,0.0,0
824,9828,职场礼仪系列,251,5,0.0,0,2018/6/11 0:00,"形象礼仪,公文写作,职场礼仪,商务礼仪,通讯礼仪",18999,1476,5.0,mp4,218.0,0.0,0
825,1462,卖场导购员注意事项,2,7,0.0,1,2017/10/9 0:00,"导购员,销售,营销,技能,事项",8911,1470,1.0,pdf,0.0,5.0,0
826,1946,2016如何明确需求与规划供应,2,1,1.0,1,2017/6/14 0:00,"供应,需求,预测,分类,成本,效益",3541,1469,1.0,pdf,0.0,33.0,0
827,10314,简报与表达技巧,352,5,1.0,0,2018/7/9 0:00,"简报,表达,简报与表达,表达技巧",6481,1467,1.0,pdf,0.0,48.0,0
828,9892,【人工智能基础】种子讲师培训之CAA 案例分析,2,3,2.0,0,2018/6/15 0:00,"人工智能,种子讲师,案例分析",7846,1465,2.0,mp4,3033.0,0.0,0
829,997,守信笃义,2,8,0.0,0,2017/5/27 0:00,"国学,三字经,动漫",6351,1460,1.0,mp4,290.0,0.0,0
830,10327,基础英语提升-工作常用英语对话介绍&练习,352,5,0.5,0,2018/7/9 0:00,"基础英语,英语,工作英语,对话,英语提升",4727,1454,1.0,pdf,0.0,18.0,0
831,12965, 【赢在战场】系列微课之「沟通力」,179,1,0.0,1,2019/8/5 18:16,"战略目标齐开创，狼性精神永传扬！ 赢在战场齐奋进，现场管理共精进！,请选择高清观看哦！",3671,1452,1.0,mp4,192.0,0.0,0
832,983,黄袍加身,2,8,0.0,0,2017/5/27 0:00,"国学,三字经,动漫",6126,1451,1.0,mp4,121.0,0.0,0
833,1009,张衡解诗,2,8,0.0,0,2017/5/27 0:00,"国学,三字经,动漫",6435,1450,1.0,mp4,168.0,0.0,0
834,11274,生活安全知识 ,490,1,3.0,0,2018/10/5 0:00,"生活安全知识,用药安全,逃生急救,其他,交通安全,运动安全,旅游安全,居家安全",4499,1450,3.0,pdf,0.0,53.0,0
835,13320,2019员级新人训-行为准则,179,5,1.5,1,2019/9/27 17:11,行为准则,4400,1450,1.0,pdf,0.0,61.0,0
836,13323,2019员级新人训-IE知识简介,179,5,1.0,1,2019/9/27 18:19,IE知识简介,4170,1450,1.0,pdf,0.0,33.0,0
837,10830,工作安全,179,5,1.5,1,2018/8/16 0:00,"安全管理,危险因素,事故预防",7120,1449,1.0,mp4,4610.0,0.0,0
838,13322,2019员级新人训-资讯安全,179,5,1.0,1,2019/9/27 18:12,资讯安全,4116,1439,1.0,pdf,0.0,33.0,0
839,4283,精益生产简介,2,1,1.0,0,2017/9/4 0:00,"精益生产,Toyota,郑舜仁,IE",12984,1438,2.0,mp4,955.0,0.0,0
840,1175,郑州园区生活百事通,2,1,1.0,0,2017/5/27 0:00,"郑州,衣食住行,医疗",4306,1436,1.0,pdf,0.0,41.0,0
841,4639,Six Sigma,2,1,2.0,0,2017/9/12 0:00,"quality,品质,质量管理系统,DFSS,6Sigma",11672,1435,2.0,mp4,2922.0,0.0,0
842,1389,iPhone7及7plus介绍,2,7,0.5,1,2017/6/1 0:00,"iPhone7,7plu,大容量,重量,防尘",3019,1434,1.0,pdf,0.0,18.0,0
843,4466,中阶主管管理才能研习,2,5,1.5,1,2017/9/8 0:00,"中层管理,领导力,管理,MTP,角色定位",6930,1432,1.0,mp4,3601.0,0.0,0
844,5707,现代都市人如何修心养身,2,8,1.0,0,2017/12/21 0:00,"修心养生,喝水排毒,脑体结合,健康爱好,倒空法,选择忘记",9574,1431,2.0,mp4,904.0,0.0,0
845,2756,工会人文4.0,2,1,0.5,1,2017/7/27 0:00,"工会人文,工会,干部培训,工会干部培训,工会人文4.0,人文",3548,1428,1.0,pdf,0.0,21.0,0
846,516,目标管理,2,5,0.0,1,2017/5/23 0:00,"目标管理 ,目标 ,领导力培训 ,职场提升 ,主管培训 ,能力提升 ",7323,1425,1.0,pdf,0.0,11.0,0
847,4713,中医养生美容抗衰老,2,8,1.0,0,2017/9/14 0:00,"幸福人生,养生,中医,青春痘,精气神,抗衰老",7563,1415,2.0,mp4,1021.0,0.0,0
848,11982,中级电工证考试题库,2,5,3.5,1,2019/3/12 16:16,"中级电工,电工,电工证",4628,1413,1.0,pdf,0.0,200.0,0
849,5020,绩效面谈,2,1,0.5,1,2017/9/21 0:00,"绩效面谈,倾听,营造,真诚鼓励,聆听部属,积极响应",7241,1412,1.0,mp4,1544.0,0.0,0
850,1053,计划有变,2,9,0.0,0,2017/5/27 0:00,"英语,动漫",8024,1411,1.0,mp4,75.0,0.0,0
851,1284,公司纪律及涉外安全（二）,2,1,0.5,1,2017/5/31 0:00,"纪律 ,安全,涉外安全,公司纪律",3469,1410,1.0,pdf,0.0,17.0,0
852,887,滚桶洗衣机实验,2,7,0.0,0,2017/5/26 0:00,"洗衣机,滚桶,洗净力,夏普,实验",7653,1408,1.0,pdf,0.0,2.0,0
853,1944,2016如何分析供应商报价,2,1,1.0,1,2017/6/14 0:00,"采购,成本,价格,控制,构成,供应商",3486,1407,1.0,pdf,0.0,56.0,0
854,10840,IE七大手法,401,5,1.5,1,2018/8/17 0:00,iLVG生技设备维护基层管理干部线上培育,6238,1405,1.0,pdf,0.0,63.0,0
855,3267,颜色测量基础知识,2,2,0.5,1,2017/8/7 0:00,"师级干部,颜色,测量,目的,分析,应用",3314,1405,1.0,pdf,0.0,21.0,0
856,13321,2019员级新人训-生产安全,179,5,1.0,1,2019/9/27 17:57,生产安全,3865,1402,1.0,pdf,0.0,46.0,0
857,4280,线平衡概述,2,1,0.5,0,2017/9/4 0:00,"精益生产,线平衡,瓶颈,多媒体",12747,1401,1.0,mp4,1073.0,0.0,0
858,2142,悬梁刺股,1,8,0.0,0,2017/6/23 0:00,"国学,三字经,动漫",6400,1399,1.0,mp4,166.0,0.0,0
